key,rmsd
AA2AR-3QAK,7.503424062628309
AA2AR-3EML,1.062688179384243
ABL1-3PYY,5.114425608531622
ABL1-3MSS,5.07354082386137
ABL1-3DK6,2.3641670496826643
ABL1-2HZ0,3.358257459172363
ABL1-3KF4,2.8716894694794237
ABL1-4XLI,2.193049472505296
ABL1-4WA9,3.4451405833343705
ABL1-2V7A,2.8667253453026347
ABL1-3DK3,1.3755824144672
ABL1-3QRI,4.279636055565168
ABL1-4ZOG,4.915783956935475
ABL1-2G2F,4.541661642819759
ABL1-2G2H,1.4370720780531938
ABL1-4TWP,3.146821989284591
ABL1-3UE4,2.7108998577290317
ABL1-3QRJ,4.516441275708392
ABL1-2HZI,5.111723844838939
ABL1-2Z60,1.6188902391937332
ABL1-2QOH,1.7214915836449203
ABL1-3DK7,1.3513237124092279
ABL1-3CS9,5.247556628267919
ABL1-3QRK,4.513180159811107
ABL1-2E2B,4.398086662480023
ABL1-3KFA,3.2955550257730355
ABL1-3GVU,4.943943247265314
ABL1-2HIW,1.7374412211173407
ABL1-2HYY,5.476162610290426
ABL1-3IK3,2.633635329212437
ABL1-3OY3,2.0399508337151273
ABL1-2G1T,5.006511712800956
ABL1-2GQG,2.088252389450676
ABL1-5HU9,4.514274206487918
ABL1-2F4J,1.974839447822774
ABL1-1FPU,4.962544968536218
ABL1-2HZN,1.6999492321281928
ABL1-2G2I,2.323970713444014
ABL1-2XYN,5.1437826619325255
ABL1-3OXZ,2.7362473129786737
ABL1-4YC8,2.3611200399641925
ABL1-1M52,2.2696215700700817
ABL1-3HMI,2.749013049184636
ACE-3BKL,2.070088372697351
ACE-3BKK,5.181451539178963
ACE-4CA5,2.5232567339657037
ACE-2OC2,2.4043684013711832
ACE-2YDM,1.267282327558151
ACE-3L3N,3.745081894765458
ACE-1UZF,1.2551481070920725
ACE-4C2P,0.9190292947039652
ACES-1GPK,2.8606817979664534
ACES-3M3D,2.4743094440392848
ACES-1W4L,2.829091714342859
ACES-1AMN,3.446978658606678
ACES-5BWC,6.702945172441543
ACES-1H22,8.681372813931523
ACES-2C5F,2.479836998078635
ACES-1JJB,5.633460440174871
ACES-1OCE,6.66527601131396
ACES-1ZGC,3.0366529579904693
ACES-1EVE,2.9610542484791433
ACES-3I6Z,2.7961353450943296
ACES-5E4J,3.608331429929735
ACES-2CMF,5.96604323936156
ACES-2CKM,5.174676783950763
ACES-4X3C,5.308077100734584
ACES-1AX9,3.166437129737844
ACES-1ACJ,1.6784459027270298
ACES-2ACK,1.79568551962488
ACES-1W76,1.4789668150197215
ACES-1E66,1.4965189587687557
ACES-1UT6,3.4658933866884922
ACES-4TVK,3.5542916969911187
ACES-1GPN,3.0661274661230578
ACES-1ACL,3.492586446220849
ACES-1GQS,3.967721481609776
ACES-1H23,8.25535508615572
ACES-2W6C,4.033979885001003
ACES-1U65,7.692850639473859
ACES-4W63,4.512682466131102
ACES-1E3Q,7.246992977539228
ACES-2J3Q,6.967126618596317
ACES-2CEK,9.333068942212478
ACES-3I6M,2.486111021898216
ACES-1QTI,1.2451967235448145
ACES-1VOT,3.487257872127422
ACES-5BWB,4.650304280789239
ACES-1W6R,1.729335366880152
ACES-1ODC,4.125650664120306
ACES-5DLP,3.623009731810147
ACES-1ZGB,3.1747216564347043
ADA-2Z7G,1.678477893663134
ADA-1NDV,3.4704675250417796
ADA-1NDY,1.551798283652778
ADA-1WXZ,2.9923186640403854
ADA-1QXL,2.0755731982918326
ADA-1UML,1.701474227710306
ADA-3IAR,0.949475290920429
ADA-1NDW,1.434510922063474
ADA-1V79,1.8174075411625312
ADA-1NDZ,3.2800061374795733
ADA-1V7A,1.967206856434178
ADA-1O5R,1.7044779655791937
ADA-2E1W,0.8194209753623322
ADA-1KRM,0.9028687796624891
ADA-1WXY,6.780691387744631
ADA17-3KMC,4.569072731290622
ADA17-3EWJ,4.828271705384885
ADA17-1BKC,4.096793925233197
ADA17-3L0T,4.628038226236992
ADA17-3LE9,3.52017779765594
ADA17-3EDZ,4.662353446865022
ADA17-2FV5,1.927989114423789
ADA17-2FV9,4.742616175239234
ADA17-3LEA,4.577342559341513
ADA17-2OI0,1.9588604588541176
ADA17-2A8H,3.1747914286431658
ADA17-3B92,2.23316972790413
ADA17-2DDF,4.541279053263306
ADA17-3G42,4.609425477240739
ADA17-3L0V,1.8269329618901995
ADA17-3LGP,4.644695595802406
ADA17-1ZXC,2.3277920211417635
ADA17-3KME,4.490225288675537
ADA17-2I47,4.045088136910124
ADRB1-3ZPR,1.7281227417398521
ADRB1-4BVN,3.1993267665097993
ADRB1-5A8E,3.2689508355870527
ADRB1-2Y03,2.387508707926358
ADRB1-2YCX,3.1763364964879175
ADRB1-3ZPQ,2.3211058095790538
ADRB1-2YCW,2.640831193910037
ADRB1-4AMI,5.447993175305796
ADRB1-5F8U,3.4032345323741375
ADRB1-4AMJ,3.775810697169729
ADRB1-2YCY,3.2738242302619023
ADRB1-2VT4,2.1993497606351355
ADRB1-2Y04,3.2857147590340476
ADRB1-2Y02,2.6452684401290436
ADRB1-2YCZ,3.029515571690709
ADRB2-3PDS,5.203853004058912
ADRB2-3NY9,3.445491628131612
ADRB2-5D5B,2.698651736767573
ADRB2-5X7D,2.6816896023347834
ADRB2-2RH1,2.473264127100598
ADRB2-5D5A,2.480918868393025
ADRB2-3NYA,1.9857809524718983
ADRB2-3D4S,2.099686542705985
ADRB2-5D6L,2.4674324964650705
ADRB2-3NY8,2.4039113674971824
ADRB2-3P0G,6.036906560443034
AKT1-3QKL,2.397015175129705
AKT1-3OW4,1.827771465418311
AKT1-3CQW,0.9457635035868149
AKT1-3OCB,1.544446750271086
AKT1-4EKL,2.2021501652068123
AKT1-3MV5,0.616627252209305
AKT1-4EKK,1.2965225652094654
AKT1-3QKM,2.7027622780425755
AKT1-3QKK,2.4947649626483974
AKT1-3CQU,2.099612841794211
AKT1-3MVH,1.5518287509730786
AKT2-1O6K,1.0152565105046751
AKT2-2JDR,1.128941457460035
AKT2-2X39,1.5479562838926662
AKT2-2UW9,1.7981560456730479
AKT2-3E87,1.3733498192650722
AKT2-3E88,1.5672404625517533
AKT2-1O6L,1.0231828374088272
AKT2-2XH5,2.4545943313129595
AKT2-3D0E,1.5106331077203883
ALDR-1ABN,1.1516780323617237
ALDR-1ADS,0.931046946237164
ALDR-2HV5,0.7362751547688079
AMPC-1MY8,2.2130874162086025
AMPC-5JOC,2.7660667705755047
AMPC-4E3O,2.8601944948330313
AMPC-1KVL,4.004652641697646
AMPC-3FKV,1.8591915543067958
AMPC-3O88,3.5971210813616397
AMPC-1C3B,1.4787581885268006
AMPC-1FCN,2.415797294440326
AMPC-3GR2,2.1632917723576757
AMPC-3GSG,2.0026233721408766
AMPC-4LV1,2.744322462643953
AMPC-1FSW,2.7445204673617334
AMPC-4KZ5,5.425548686486098
AMPC-1KDS,1.4983931914939836
AMPC-1FSY,2.0599389612025814
AMPC-2I72,4.279490218769335
AMPC-2PU2,3.094556400822694
AMPC-1KE3,4.546124566630756
AMPC-3GVB,2.7682485002303845
AMPC-4JXG,1.452908028069792
AMPC-4KZ7,2.8890879876699653
AMPC-1L2S,4.509555019230855
AMPC-1FCM,1.5730195179167614
AMPC-1GA9,2.794989420486182
AMPC-3GV9,3.3715653124930847
AMPC-4KEN,3.496006349905572
AMPC-1KDW,3.1042206560524104
AMPC-4E3J,2.2128511087325995
AMPC-1PI4,2.194167247050176
AMPC-4E3N,2.689335236452484
AMPC-4LV2,2.466795754819982
AMPC-1FCO,3.3521044514527336
AMPC-4JXV,3.3857559872481913
AMPC-1LL5,2.644199735856308
AMPC-1MXO,1.9644656180159097
AMPC-4LV3,3.8924691834924583
AMPC-1PI5,1.9432417834110627
AMPC-1IEL,1.7168289822605
AMPC-1KE0,3.6064619229363113
AMPC-5GZW,4.050065068448047
AMPC-2FFY,1.8825683467929952
AMPC-1IEM,1.7071531100607626
AMPC-4KG2,2.8321346752795997
AMPC-3BM6,2.169130985134297
AMPC-4E3K,2.133338868680492
AMPC-4KG5,2.1491187626176416
AMPC-4KZ3,1.8974399319183894
AMPC-4JXW,4.225362115746828
AMPC-3O86,3.9131172060892405
AMPC-3GTC,2.699358722434985
AMPC-1XGJ,2.30016913299748
AMPC-3O87,1.836652125236006
AMPC-4E3M,2.1721109378471186
AMPC-2PU4,3.9565242125227944
AMPC-3GQZ,4.278884532178831
AMPC-4E3L,2.4393380287054387
AMPC-2HDR,2.0459063405589752
AMPC-4OLG,3.2780707235998943
AMPC-4KZ8,4.169338613954213
AMPC-1I5Q,3.4763282227377457
AMPC-3IXB,1.2344645659636522
ANDR-1T7T,0.20628332672400904
ANDR-4OH5,1.320976029482245
ANDR-2PNU,2.5349178361219695
ANDR-5CJ6,0.9727423002857087
ANDR-3V49,4.087742972783406
ANDR-1T63,0.16768576308619343
ANDR-4OKW,1.8685379073536283
ANDR-1XJ7,0.2998282164820352
ANDR-4OIU,0.9445896756673435
ANDR-3V4A,3.450700996416802
ANDR-2IHQ,0.9137552059518729
ANDR-2OZ7,1.7778998567119777
ANDR-5T8J,1.6185264519332054
ANDR-2Q7L,0.2723831223554982
ANDR-4OLM,1.9924000501948262
ANDR-4OFR,0.16649892937068433
ANDR-2PIX,0.23592089148585357
ANDR-2Q7J,0.2805507806868297
ANDR-1GS4,0.6999923928000858
ANDR-1T76,0.15251994056391255
ANDR-3B67,2.0444496335492706
ANDR-2AM9,1.4615750797265814
ANDR-4QL8,0.879670988676523
ANDR-1I37,0.31090761100594
ANDR-4OH6,1.5621331702292742
ANDR-3B5R,2.913405063254735
ANDR-1T79,0.19283097656748596
ANDR-3RLL,2.5780942427709714
ANDR-4OED,0.18220193959141087
ANDR-4K7A,0.208110220275795
ANDR-1T73,0.1682854189325481
ANDR-2PIU,0.24716927497154295
ANDR-2AX7,1.296033649533871
ANDR-4OKB,2.103892340661963
ANDR-4OJB,2.048495341185702
ANDR-2YLP,0.30222072752612045
ANDR-4OJ9,1.3222707033467034
ANDR-2Z4J,0.24077900297823707
ANDR-4OK1,1.9282480318168662
ANDR-4OEZ,0.17335709116528683
ANDR-2NW4,0.7621099357641851
ANDR-2PKL,0.20598837588822128
